unit1_txt	unit2_txt	dir	rel_type	orig_label	label
and I found something in it rather mystifying that I hope someone on this list can clarify .	As an example of what he means by " methodological relativism , " he contrasts how to do the history of the Michelson - Morley experiment , with , somewhat cryptically in the passive voice , he claims it has been written .	1<2	unknown	elaboration	elaboration
As an example of what he means by " methodological relativism , " he contrasts how to do the history of the Michelson - Morley experiment , with , somewhat cryptically in the passive voice , he claims it has been written .	That 's just what I find mystifying :	1<2	unknown	elaboration	elaboration
That 's just what I find mystifying :	Who writes it that way ?	1<2	unknown	elaboration	elaboration
Who writes it that way ?	I did n't need to read Collins to learn that M & M were n't trying to measure the speed of light and that we should put aside " the right answer " when doing the history of science .	1<2	unknown	elaboration	elaboration
I did n't need to read Collins to learn that M & M were n't trying to measure the speed of light and that we should put aside " the right answer " when doing the history of science .	Imre Lakatos , a quarter century ago , argued that the experiment was done originally to test between different versions of the luminiferous ether theory .	1<2	unknown	evidence	explanation
Some questions :	1 . Is Collins beating a straw man ?	1>2	unknown	preparation	organization
and I found something in it rather mystifying that I hope someone on this list can clarify .	1 . Is Collins beating a straw man ?	1<2	unknown	elaboration	elaboration
1 . Is Collins beating a straw man ?	What recent scholar has talked about M & M the way he describes ?	1<2	unknown	elaboration	elaboration
2 . When Collins traces SSK back a quarter of a century ,	is he tracing it back to Lakatos ?	1>2	unknown	circumstance	temporal
1 . Is Collins beating a straw man ?	is he tracing it back to Lakatos ?	1<2	unknown	list	conjunction
is he tracing it back to Lakatos ?	Is Lakatos a methodological relativist in Collins 's sense , too ?	1<2	unknown	elaboration	elaboration
Is Lakatos a methodological relativist in Collins 's sense , too ?	If not , why not ?	1<2	unknown	elaboration	elaboration
is he tracing it back to Lakatos ?	What distinguishes methodological relativism from other rejections of " Whig history of science " ?	1<2	unknown	elaboration	elaboration
> From HAMLETT :	<< Now , of course , we see the scientific community awakening to what 's been going on in STS for the past 15 years , and that community -- or at least some noted spokespersons -- is clearly frightened and panicked by the STS literature . I suppose after long neglest , it 's nice to be noticed , at all . However , I fear that the barrage of criticisms will overwhelm the theoretical insights that STS has to offer to newly aroused scientists . The contributions of our field will get lumped with other suspect intellectual movements , and we may find ourselves defensively responding to the scorn of scientists who , themselves , have not examined the STS literature , but have followed the lead of the few scientists who have published attacks . I certainly think these developments will make even more difficult various efforts to build STS programs on campuses . >>	1>2	unknown	attribution	attribution
<< Now , of course , we see the scientific community awakening to what 's been going on in STS for the past 15 years , and that community -- or at least some noted spokespersons -- is clearly frightened and panicked by the STS literature . I suppose after long neglest , it 's nice to be noticed , at all . However , I fear that the barrage of criticisms will overwhelm the theoretical insights that STS has to offer to newly aroused scientists . The contributions of our field will get lumped with other suspect intellectual movements , and we may find ourselves defensively responding to the scorn of scientists who , themselves , have not examined the STS literature , but have followed the lead of the few scientists who have published attacks . I certainly think these developments will make even more difficult various efforts to build STS programs on campuses . >>	It really all depends on how WE ( " the STS community " ) decide to react .	1>2	unknown	antithesis	contrast
It really all depends on how WE ( " the STS community " ) decide to react .	If we decide to take seriously such rabid and blind criticism of STS work as the one fully illustrated in Gross & Levitt 's work ( _ Higher Superstition_ ) ,	1>2	unknown	background	frame
